평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수(인쇄),사서수,대출자수,대출권수,도서예산(자료구입비)
2023,LIBTYPE000002,2060144042,천안아산상생협력센터도서관,충남,천안시,71372,2,9270,266183,117063
2023,LIBTYPE000002,2060141273,파주시립중앙도서관광탄분관,경기,파주시,31002,2,984,15416,43599
2023,LIBTYPE000002,2060141071,파주시립중앙도서관금촌분관,경기,파주시,50303,1,3725,9761,20596
2023,LIBTYPE000002,2060141072,파주시립중앙도서관문산분관,경기,파주시,80375,2,5808,68099,58765
2023,LIBTYPE000002,2060141073,파주시립중앙도서관법원분관,경기,파주시,65048,2,3101,15194,23312
2023,LIBTYPE000002,2060111044,강서구립 푸른들청소년도서관,서울,강서구,65193,5,11088,111113,76955
2023,LIBTYPE000002,2050148005,경상남도교육청 삼천포도서관,경남,사천시,94028,6,18744,79185,65000
2023,LIBTYPE000002,2060144028,천안시도서관본부 도솔도서관,충남,천안시,97050,2,12643,282675,82668
2023,LIBTYPE000002,2060144029,천안시도서관본부 두정도서관,충남,천안시,220545,4,10445,263308,122472
2023,LIBTYPE000002,2060144030,천안시도서관본부 신방도서관,충남,천안시,117834,3,67911,231354,121743
2023,LIBTYPE000002,2060144014,천안시도서관본부 쌍용도서관,충남,천안시,184331,6,14392,247674,151265
2023,LIBTYPE000002,2060144021,천안시도서관본부 중앙도서관,충남,천안시,113423,4,287,2470,141522
2023,LIBTYPE000002,2060144041,천안시도서관본부 청수도서관,충남,천안시,91459,5,13595,260037,168218
2023,LIBTYPE000002,2060141197,화성시 동탄중앙이음터도서관,경기,화성시,117198,6,21097,391372,129956
2023,LIBTYPE000002,2060122013,2.28민주운동기념회관(도서관),대구,중구,53326,3,10450,10450,35000
2023,LIBTYPE000002,2060124018,광주광역시립디지털정보도서관,광주,동구,4026,2,0,0,134019
2023,LIBTYPE000002,2050111009,서울특별시교육청동대문도서관,서울,동대문구,208084,18,7716,131515,176182
2023,LIBTYPE000002,2050111011,서울특별시교육청서대문도서관,서울,서대문구,196029,18,10247,254169,198376
2023,LIBTYPE000002,2060122025,수성구립황금책문화센터도서관,대구,수성구,7150,1,18735,40944,97226
2023,LIBTYPE000002,2050123005,인천광역시교육청화도진도서관,인천,동구,182866,12,5792,99011,168220
2023,LIBTYPE000002,2050146020,전라남도교육청고흥평생교육관,전남,고흥군,100387,3,750,29675,98472
2023,LIBTYPE000002,2050146005,전라남도교육청광양평생교육관,전남,광양시,66135,3,336,31289,57000
2023,LIBTYPE000002,2050144016,충청남도교육청남부평생교육원,충남,논산시,141196,7,2537,82069,80000
2023,LIBTYPE000002,2050144015,충청남도교육청서부평생교육원,충남,서산시,132592,8,2891,90207,116638
2023,LIBTYPE000002,2050144018,충청남도교육청학생교육문화원,충남,천안시,154101,5,2119,107386,193432
2023,LIBTYPE000002,2050147005,경상북도교육청 영주선비도서관,경북,영주시,159204,12,6579,188711,150010
2023,LIBTYPE000002,2060141247,남양주시 이석영뉴미디어도서관,경기,남양주시,57294,8,12175,137932,130934
2023,LIBTYPE000002,2060123023,인천광역시 송도국제기구도서관,인천,연수구,24016,1,4864,11084,29998
2023,LIBTYPE000002,2060144023,천안시도서관본부 아우내도서관,충남,천안시,69526,1,10485,32183,57966
2023,LIBTYPE000002,2050121003,부산광역시립중앙도서관수정분관,부산,동구,86170,5,25675,71170,96750
2023,LIBTYPE000002,2050111017,서울특별시교육청고덕평생학습관,서울,강동구,176711,14,17626,399412,203401
2023,LIBTYPE000002,2050111021,서울특별시교육청노원평생학습관,서울,노원구,170691,16,13088,349753,187338
2023,LIBTYPE000002,2050111018,서울특별시교육청마포평생학습관,서울,마포구,258130,24,10568,211004,221436
2023,LIBTYPE000002,2050146007,전라남도교육청곡성교육문화회관,전남,곡성군,67579,3,887,29237,64009
2023,LIBTYPE000002,2050146021,전라남도교육청학생교육문화회관,전남,여수시,162503,10,22455,108226,170000
2023,LIBTYPE000002,2050145006,전북특별자치도교육청고창도서관,전북,고창군,59896,3,0,0,42078
2023,LIBTYPE000002,2050145005,전북특별자치도교육청순창도서관,전북,순창군,67391,3,2353,9303,45000
2023,LIBTYPE000002,2050148027,경상남도교육청 산청지리산도서관,경남,산청군,48595,4,11655,49126,23940
2023,LIBTYPE000002,2050124006,광주중앙도서관 분관 최상준도서관,광주,북구,48707,4,3358,63258,58860
2023,LIBTYPE000002,2050111020,서울특별시교육청영등포평생학습관,서울,영등포구,226088,18,10300,291230,189465
2023,LIBTYPE000002,2050144001,충청남도공주교육지원청공주도서관,충남,공주시,94284,3,686,27786,65000
2023,LIBTYPE000002,2050144002,충청남도공주교육지원청유구도서관,충남,공주시,91986,2,289,25976,59560
2023,LIBTYPE000002,2050144003,충청남도금산교육지원청금산도서관,충남,금산군,94501,3,935,31870,62392
2023,LIBTYPE000002,2050144004,충청남도당진교육지원청당진도서관,충남,당진시,96978,4,28665,88378,90000
2023,LIBTYPE000002,2050144005,충청남도보령교육지원청보령도서관,충남,보령시,102683,2,1541,18456,65000
2023,LIBTYPE000002,2050144006,충청남도보령교육지원청웅천도서관,충남,보령시,70615,3,320,9887,45000
2023,LIBTYPE000002,2050144007,충청남도부여교육지원청부여도서관,충남,부여군,92942,3,1264,34730,59140
2023,LIBTYPE000002,2050144008,충청남도서산교육지원청해미도서관,충남,서산시,83803,3,699,21324,72520
2023,LIBTYPE000002,2050144009,충청남도서천교육지원청서천도서관,충남,서천군,73501,3,1043,33807,65502
2023,LIBTYPE000002,2050144010,충청남도아산교육지원청아산도서관,충남,아산시,114910,5,20009,65915,69800
2023,LIBTYPE000002,2050144012,충청남도예산교육지원청예산도서관,충남,예산군,96028,3,1128,10842,65000
2023,LIBTYPE000002,2050144013,충청남도천안교육지원청성환도서관,충남,천안시,119345,4,1820,68435,55000
2023,LIBTYPE000002,2050144014,충청남도청양교육지원청청양도서관,충남,청양군,90467,3,7554,17241,55000
2023,LIBTYPE000002,2050144019,충청남도태안교육지원청태안도서관,충남,태안군,95295,2,1355,60017,75000
2023,LIBTYPE000002,2050144020,충청남도홍성교육지원청홍성도서관,충남,홍성군,90394,4,2123,56509,95000
2023,LIBTYPE000002,2050147013,경상북도교육청 상주도서관화령분관,경북,상주시,72770,2,388,13181,26016
2023,LIBTYPE000002,2050147007,경상북도교육청 안동도서관용상분관,경북,안동시,93242,4,2380,72377,65340
2023,LIBTYPE000002,2050147010,경상북도교육청 안동도서관풍산분관,경북,안동시,96303,3,761,25142,61080
2023,LIBTYPE000002,2050147014,경상북도교육청 점촌도서관가은분관,경북,문경시,44845,3,425,7250,32800
2023,LIBTYPE000002,2060144022,천안시도서관본부도서관 성거도서관,충남,천안시,84875,2,4684,46980,66011
2023,LIBTYPE000002,2050147015,대구광역시교육청삼국유사군위도서관,대구,군위군,84641,6,1012,24711,73535
2023,LIBTYPE000002,2050144011,세종특별자치시교육청평생교육학습관,세종,세종시,148044,4,1864,65908,123669
2023,LIBTYPE000002,2050146022,전라남도교육청순천만생태문화교육원,전남,순천시,34509,3,1211,50920,34616
2023,LIBTYPE000002,2050148026,경상남도교육청 김해지혜의바다도서관,경남,김해시,95896,9,11524,323855,191640
2023,LIBTYPE000002,2050148025,경상남도교육청 마산지혜의바다도서관,경남,창원시,144081,10,33070,305320,160680
2023,LIBTYPE000002,2030141002,한아름도서관 (수원청소년문화센터내),경기,수원시,47208,0,14854,36040,4877
2023,LIBTYPE000002,2050147011,경상북도교육청 영주선비도서관풍기분관,경북,영주시,85478,3,936,46612,37348
2023,LIBTYPE000002,2050111019,서울특별시교육청마포평생학습관 아현분관,서울,마포구,134233,9,8394,210348,153490
2023,LIBTYPE000002,2030141008,한국장학재단-은행권 제1호 대학생연합생활관 인성교육관 도서관,경기,고양시,12727,1,510,7149,9200
2023,LIBTYPE000002,2060811018,둘리도서관,서울,도봉구,14912,1,2550,9004,8288
2023,LIBTYPE000002,2060845002,늘푸른도서관,전북,군산시,87815,3,5421,77450,80787
2023,LIBTYPE000002,2030842001,담작은도서관,강원,춘천시,27878,4,2857,35975,37144
2023,LIBTYPE000002,2060811007,해오름도서관,서울,성북구,30631,3,3978,53909,22683
2023,LIBTYPE000002,2060846003,광양희망도서관,전남,광양시,56228,4,2891,104055,62217
2023,LIBTYPE000002,2060843004,맹동혁신도서관,충북,음성군,40484,4,2702,71053,35000
2023,LIBTYPE000002,2060821005,강서기적의도서관,부산,강서구,71252,6,10906,260126,106500
2023,LIBTYPE000002,2060811009,개봉어린이도서관,서울,구로구,15694,1,1361,3904,492
2023,LIBTYPE000002,2060823005,관교어린이도서관,인천,미추홀구,28224,0,6711,26142,19698
2023,LIBTYPE000002,2060811020,궁동어린이도서관,서울,구로구,24870,3,2530,50058,31410
2023,LIBTYPE000002,2060844001,금산기적의도서관,충남,금산군,51660,1,3360,17986,20000
2023,LIBTYPE000002,2060848006,김해기적의도서관,경남,김해시,59094,3,11844,227467,61000
2023,LIBTYPE000002,2030821001,꿈키어린이도서관,부산,동래구,8752,1,2172,5344,0
2023,LIBTYPE000002,2060848010,남부어린이도서관,경남,진주시,39925,3,6310,167354,71781
2023,LIBTYPE000002,2060811001,노원어린이도서관,서울,노원구,66962,8,8737,168441,54305
2023,LIBTYPE000002,2060822001,달서어린이도서관,대구,달서구,85526,2,5812,129583,40297
2023,LIBTYPE000002,2060811016,대방어린이도서관,서울,동작구,32414,2,8499,121142,42733
2023,LIBTYPE000002,2060848003,도동어린이도서관,경남,진주시,28547,2,2096,37029,33944
2023,LIBTYPE000002,2060811017,도봉기적의도서관,서울,도봉구,40136,4,5375,70671,40006
2023,LIBTYPE000002,2060831002,명촌어린이도서관,울산,북구,29306,1,11338,42635,22148
2023,LIBTYPE000002,2060846002,목포어린이도서관,전남,목포시,69722,3,12422,47124,50000
2023,LIBTYPE000002,2030841001,반달어린이도서관,경기,수원시,35056,1,8011,11269,8600
2023,LIBTYPE000002,2060823010,부개어린이도서관,인천,부평구,23701,3,2292,22245,29183
2023,LIBTYPE000002,2060823001,부평기적의도서관,인천,부평구,53627,8,4546,65436,31814
2023,LIBTYPE000002,2060848004,비봉어린이도서관,경남,진주시,24351,0,1375,20349,18773
2023,LIBTYPE000002,2050825001,산성어린이도서관,대전,중구,73896,7,4828,187797,130570
2023,LIBTYPE000002,2020125001,서구어린이도서관,대전,서구,67854,2,2771,92128,51863
2023,LIBTYPE000002,2060822002,서구어린이도서관,대구,서구,60347,1.5,2616,79750,46695
2023,LIBTYPE000002,2060844003,서산어린이도서관,충남,서산시,69558,3,4279,145182,70436
2023,LIBTYPE000002,2060811006,송파어린이도서관,서울,송파구,82834,5,13401,242294,68170
2023,LIBTYPE000002,2060846001,순천기적의도서관,전남,순천시,91953,4,3755,88428,37646
2023,LIBTYPE000002,2060823006,숭의어린이도서관,인천,미추홀구,0,0,451,2071,0
2023,LIBTYPE000002,2060823008,쑥골어린이도서관,인천,미추홀구,22891,0,8096,33100,22407
2023,LIBTYPE000002,2060841004,안양어린이도서관,경기,안양시,105636,5,14649,419079,105500
2023,LIBTYPE000002,2060841009,양평어린이도서관,경기,양평군,66817,1,2826,106624,75798
2023,LIBTYPE000002,2060831003,옥현어린이도서관,울산,남구,32913,0.5,2460,67939,37056
2023,LIBTYPE000002,2060824002,운남어린이도서관,광주,광산구,61410,2,5736,142479,68850
2023,LIBTYPE000002,2060811025,월계어린이도서관,서울,노원구,17691,1,4481,41668,10500
2023,LIBTYPE000002,2060823016,이랑어린이도서관,인천,미추홀구,24608,0,5940,21188,20689
2023,LIBTYPE000002,2060811029,장안어린이도서관,서울,동대문구,36441,3,2659,55846,48304
2023,LIBTYPE000002,2060821001,재송어린이도서관,부산,해운대구,119441,3,6451,193904,75676
2023,LIBTYPE000002,2060821004,정관어린이도서관,부산,기장군,46673,2,3675,91049,52000
2023,LIBTYPE000002,2060841017,정왕어린이도서관,경기,시흥시,69436,2,1243,95355,45422
2023,LIBTYPE000002,2060845001,정읍기적의도서관,전북,정읍시,72984,3,5749,41424,70000
2023,LIBTYPE000002,2060843002,제천기적의도서관,충북,제천시,117230,6,1327,61685,41500
2023,LIBTYPE000002,2060811011,종암동새날도서관,서울,성북구,46183,5,3920,53442,20514
2023,LIBTYPE000002,2060848002,진해기적의도서관,경남,창원시,71911,3,5073,85938,20000
2023,LIBTYPE000002,2060847001,청도어린이도서관,경북,청도군,60086,2,628,21132,25000
2023,LIBTYPE000002,2060843001,청주기적의도서관,충북,청주시,47606,4,4166,80238,35437
2023,LIBTYPE000002,2060811030,하계어린이도서관,서울,노원구,9319,2,3632,21986,11350
2023,LIBTYPE000002,2060843005,호암어린이도서관,충북,충주시,12872,0,1145,18780,150000
2023,LIBTYPE000002,2060842001,화천어린이도서관,강원,화천군,28578,0,977,33524,19997
2023,LIBTYPE000002,2030841002,화홍어린이도서관,경기,수원시,12107,0,841,2305,1200
2023,LIBTYPE000002,2060811015,휘경어린이도서관,서울,동대문구,32305,4,2902,69261,33727
2023,LIBTYPE000002,2030848001,마하 어린이도서관,경남,진주시,17078,1,2169,2906,3000
2023,LIBTYPE000002,2060111045,도봉아이나라도서관,서울,도봉구,109593,6,29551,141548,51354
2023,LIBTYPE000002,2060823007,독정골어린이도서관,인천,미추홀구,19526,0,2831,11147,15809
2023,LIBTYPE000002,2060111043,동작영어마루도서관,서울,동작구,40492,3,5881,50666,56000
2023,LIBTYPE000002,2060841003,바른샘어린이도서관,경기,수원시,125160,2,11491,118326,15103
2023,LIBTYPE000002,2060848007,사천시어린이도서관,경남,사천시,35896,3,1348,54676,36000
2023,LIBTYPE000002,2060811022,삼각산어린이도서관,서울,강북구,30080,3,3892,81759,26000
2023,LIBTYPE000002,2060849002,서귀포기적의도서관,제주,서귀포시,46546,3,4701,77381,32993
2023,LIBTYPE000002,2060811026,손기정어린이도서관,서울,중구,26122,4,3487,93089,59085
2023,LIBTYPE000002,2060821007,수영구어린이도서관,부산,수영구,29322,3,3975,130541,5000
2023,LIBTYPE000002,2060841001,슬기샘어린이도서관,경기,수원시,124979,4,11009,89188,15103
2023,LIBTYPE000002,2060811023,아리랑어린이도서관,서울,성북구,35063,4,3729,55304,22675
2023,LIBTYPE000002,2060841023,의왕시글로벌도서관,경기,의왕시,89109,1,6159,161055,60340
2023,LIBTYPE000002,2060823012,장사래어린이도서관,인천,미추홀구,21083,0,4679,18812,16794
2023,LIBTYPE000002,2060849001,제주시기적의도서관,제주,제주시,59483,3,14830,129501,66971
2023,LIBTYPE000002,2060811014,중랑숲어린이도서관,서울,중랑구,56325,5,4607,93209,87457
2023,LIBTYPE000002,2060841002,지혜샘어린이도서관,경기,수원시,135506,2,39047,143422,15103
2023,LIBTYPE000002,2060841008,군포시 어린이도서관,경기,군포시,111729,2,6284,180840,71160
2023,LIBTYPE000002,2060823017,별똥별 어린이도서관,인천,계양구,11891,1,214,1104,173000
2023,LIBTYPE000002,2060848008,양산시립 상북도서관,경남,양산시,19363,1,589,21876,6413
2023,LIBTYPE000002,2060841016,이천시 어린이도서관,경기,이천시,105258,3,3697,170258,76711
2023,LIBTYPE000002,2060811003,강서길꽃어린이도서관,서울,강서구,64238,6,41160,136072,56483
2023,LIBTYPE000002,2060841026,달빛나래어린이도서관,경기,화성시,20648,2,2156,51410,61376
2023,LIBTYPE000002,2060821006,동구어린이영어도서관,부산,동구,41686,3,1786,60723,62747
2023,LIBTYPE000002,2060811021,못골한옥어린이도서관,서울,강남구,33697,6,11402,109741,53772
2023,LIBTYPE000002,2060823011,송도국제어린이도서관,인천,연수구,71074,3,110950,253595,100000
2023,LIBTYPE000002,2060811019,송파어린이영어도서관,서울,송파구,32620,4,5995,151876,35540
2023,LIBTYPE000002,2060847002,안동시립어린이도서관,경북,안동시,53354,3,2367,88372,78299
2023,LIBTYPE000002,2060841006,안산단원어린이도서관,경기,안산시,142283,2.5,19136,85879,47242
2023,LIBTYPE000002,2060124010,어린이생태학습도서관,광주,서구,57437,3,5517,215475,75286
2023,LIBTYPE000002,2060821002,영도어린이영어도서관,부산,영도구,94257,1,19206,45499,35000
2023,LIBTYPE000002,2060811031,용두어린이영어도서관,서울,동대문구,28986,3,7470,36129,31241
2023,LIBTYPE000002,2060831001,울산북구기적의도서관,울산,북구,53200,1,2438,41312,27000
2023,LIBTYPE000002,2060841015,두빛나래 어린이도서관,경기,화성시,76853,3,7599,192169,49702
2023,LIBTYPE000002,2060822004,수성구립 물망이도서관,대구,수성구,35072,1,5989,85586,22500
2023,LIBTYPE000002,2060811005,강서꿈꾸는어린이도서관,서울,강서구,64812,5,10090,25589,59537
2023,LIBTYPE000002,2060811013,글마루한옥어린이도서관,서울,구로구,27410,3,4909,28451,22964
2023,LIBTYPE000002,2060811024,마포푸르메어린이도서관,서울,마포구,20115,2,5541,93964,22445
2023,LIBTYPE000002,2060841022,성남시중원어린이도서관,경기,성남시,110399,2,12978,119283,58006
2023,LIBTYPE000002,2060841024,성남시판교어린이도서관,경기,성남시,131479,2.5,21976,393914,135304
2023,LIBTYPE000002,2060849003,제주꿈바당어린이도서관,제주,제주시,43965,0,0,0,29992
2023,LIBTYPE000002,2060848001,진주시어린이전문도서관,경남,진주시,77000,4.5,5588,147141,75460
2023,LIBTYPE000002,2060848009,진주시혁신어린이도서관,경남,진주시,50934,2.5,5070,150809,53779
2023,LIBTYPE000002,2060843003,청주신율봉어린이도서관,충북,청주시,79286,2,16233,81678,29930
2023,LIBTYPE000002,2060841018,평택시립지산초록도서관,경기,평택시,157974,4,5792,92557,55975
2023,LIBTYPE000002,2060841010,고양시립주엽어린이도서관,경기,고양시,120476,3,14661,247358,78790
2023,LIBTYPE000002,2060841012,고양시립행신어린이도서관,경기,고양시,100957,2,6083,213769,67873
2023,LIBTYPE000002,2060841011,고양시립화정어린이도서관,경기,고양시,99956,1,14984,216965,68140
2023,LIBTYPE000002,2060845003,남원시어린이청소년도서관,전북,남원시,34013,2,1975,19968,3000
2023,LIBTYPE000002,2060841005,안산시립상록어린이도서관,경기,안산시,121993,1.5,14901,51265,44156
2023,LIBTYPE000002,2060841020,오산시립 햇살마루 도서관,경기,오산시,49291,1,3574,38572,33190
2023,LIBTYPE000002,2060821003,부산진구어린이청소년도서관,부산,부산진구,44353,2.5,4351,108020,75160
2023,LIBTYPE000002,2050823001,인천광역시교육청평생학습관,인천,연수구,51441,4,3103,62198,81978
2023,LIBTYPE000002,2050811001,서울특별시교육청어린이도서관,서울,종로구,277180,19,8491,417468,208497
2023,LIBTYPE000002,2060844002,아산시꿈샘어린이청소년도서관,충남,아산시,105981,4,7568,168219,100000
2023,LIBTYPE000002,2060841021,화성시립둥지나래어린이도서관,경기,화성시,77197,3,7373,122634,45637
2023,LIBTYPE000002,2060811008,서대문구립남가좌새롬어린이도서관,서울,서대문구,58760,2,5283,94487,33151
2023,LIBTYPE000002,2060811012,남산타운문화체육센터 어린이도서관,서울,중구,37103,3,2918,55880,41657
